accession	tax_id	scientific_name	base_count	description
AF201449	7240	Drosophila simulans	481	Drosophila simulans isolate MDW86 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284481	7238	Drosophila sechellia	700	Drosophila sechellia strain SS77 alcohol dehydrogenase (Adh) gene, partial cds.
AY095943	126591	Drosophila curvispina	443	Drosophila curvispina isolate cur3 alcohol dehydrogenase (Adh) gene, partial cds.
AY335198	7273	Drosophila saltans	854	Drosophila saltans clone Dsalt2L alcohol dehydrogenase (Adh) gene, partial cds.
DQ471613	381448	Drosophila angor	711	Drosophila angor strain B123 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471644	381452	Drosophila barutani	711	Drosophila barutani strain 178 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471653	50033	Drosophila kanekoi	711	Drosophila kanekoi strain 248 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471654	65966	Drosophila tsigana	711	Drosophila tsigana strain JP275 alcohol dehydrogenase (Adh) gene, partial cds.
EU532129	46793	Drosophila paulistorum	558	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
JX455213	7240	Drosophila simulans	481	Drosophila simulans isolate HW04 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976497	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_Cascade_SN6 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60981	7237	Drosophila pseudoobscura	3475	Drosophila pseudoobscura (strain AH69) alcohol dehydrogenase (adh) gene, complete cds.
M60985	7237	Drosophila pseudoobscura	3465	Drosophila pseudoobscura (strain AH135) alcohol dehydrogenase (adh) gene, complete cds.
U95258	7260	Drosophila willistoni	1172	Drosophila willistoni Cano Mora alcohol dehydrogenase (Adh) gene, complete cds.
DQ471628	381448	Drosophila angor	711	Drosophila angor strain Taiwan alcohol dehydrogenase (Adh) gene, partial cds.
JX455216	7240	Drosophila simulans	480	Drosophila simulans isolate HW47 alcohol dehydrogenase (Adhr) gene, intron 1.
KX976521	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_2_8 alcohol dehydrogenase (Adh) mRNA, complete cds.
AY095938	193351	Drosophila transversa	437	Drosophila transversa isolate tra2 alcohol dehydrogenase (Adh) gene, partial cds.
KX976492	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_SN7 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976500	7245	Drosophila yakuba	771	Drosophila yakuba isolate Yakuba_Anton_1_Principe alcohol dehydrogenase (Adh) mRNA, complete cds.
AB669850	137355	Drosophila burlai	833	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L76.
AB669859	103765	Drosophila bocki	831	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: A126.
AF136695	95109	Drosophila americana americana	884	Drosophila americana americana G96.14Y alcohol dehydrogenase (Adh) gene, partial cds.
L78922	7270	Drosophila mimica	822	Drosophila mimica (strain 15292-2561.2) alcohol dehydrogenase gene, partial cds.
U64542	7237	Drosophila pseudoobscura	3481	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS308 allele, complete cds.
U64550	7237	Drosophila pseudoobscura	3484	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS333 allele, complete cds.
U95271	46793	Drosophila paulistorum	1167	Drosophila paulistorum Andean-Brazilian, ABM alcohol dehydrogenase (Adh) gene, complete cds.
X54120	7245	Drosophila yakuba	2284	D.yakuba Adh gene for alcohol dehydrogenase and Adh-related gene
AF136661	95109	Drosophila americana americana	884	Drosophila americana americana G96.48X alcohol dehydrogenase (Adh) gene, partial cds.
AF136667	95109	Drosophila americana americana	884	Drosophila americana americana G96.33X alcohol dehydrogenase (Adh) gene, partial cds.
AF136668	95109	Drosophila americana americana	884	Drosophila americana americana G96.21X alcohol dehydrogenase (Adh) gene, partial cds.
AF136699	40372	Drosophila americana texana	884	Drosophila americana texana LP97.01 alcohol dehydrogenase (Adh) gene, partial cds.
AF459753	125945	Drosophila biarmipes	290	Drosophila biarmipes alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459763	94109	Drosophila watanabei	290	Drosophila watanabei alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459771	30033	Drosophila kikkawai	290	Drosophila kikkawai alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KY002642	7227	Drosophila melanogaster	819	UNVERIFIED: Drosophila melanogaster strain IND_DMEL_KL6 alcohol dehydrogenase-like gene, complete sequence.
LC057205	1660393	Drosophila sp. XT-32	836	Drosophila sp. XT-32 Adh gene for alcohol dehydrogenase, partial cds.
U64529	7237	Drosophila pseudoobscura	3491	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS251 allele, complete cds.
U64533	7237	Drosophila pseudoobscura	3465	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS267 allele, complete cds.
U64537	7237	Drosophila pseudoobscura	3465	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS277 allele, complete cds.
AB669824	154832	Drosophila asahinai	839	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: TKNM1.
AB669834	67533	Drosophila rufa	838	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: EH091.
AB669858	137354	Drosophila barbarae	833	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: MMY317.
AB669864	30033	Drosophila kikkawai	832	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: NAHA1.
AF136682	95109	Drosophila americana americana	884	Drosophila americana americana G96.47Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136688	95109	Drosophila americana americana	884	Drosophila americana americana G96.33Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136694	95109	Drosophila americana americana	884	Drosophila americana americana G96.11Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459772	74550	Drosophila lini	290	Drosophila lini alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459775	67534	Drosophila triauraria	290	Drosophila triauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560573	306027	Drosophila brncici	622	Drosophila brncici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.
L78928	7270	Drosophila mimica	822	Drosophila mimica (strain 15292-2561.9) alcohol dehydrogenase gene, partial cds.
U64546	7237	Drosophila pseudoobscura	3504	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS322 allele, complete cds.
U64557	7237	Drosophila pseudoobscura	3457	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS352 allele, complete cds.
AB669882	112146	Drosophila bicornuta	838	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG1.
AF136659	95109	Drosophila americana americana	884	Drosophila americana americana G96.14X alcohol dehydrogenase (Adh) gene, partial cds.
AY804554	129105	Drosophila santomea	759	Drosophila santomea strain STO.4 alcohol dehydrogenase (Adh) gene, partial cds.
U76477	7224	Drosophila hydei	897	Drosophila hydei strain 9 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
U64539	7237	Drosophila pseudoobscura	3489	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS295 allele, complete cds.
U76473	7224	Drosophila hydei	897	Drosophila hydei strain 5 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB703325	7259	Drosophila tolteca	405	Drosophila tolteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.tolteca.
AF136676	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.1Y alcohol dehydrogenase (Adh) gene, partial cds.
AH011594	73155	Drosophila biauraria	565	Drosophila biauraria strain 14028-0501.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY541093	198719	Drosophila innubila	555	Drosophila innubila strain CH2_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY874369	7241	Drosophila subobscura	1406	Drosophila subobscura strain line 21 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY340288	40366	Drosophila americana	881	Drosophila americana pop-variant NN00.03X alcohol dehydrogenase (Adh) gene, partial cds.
AY340299	40366	Drosophila americana	881	Drosophila americana pop-variant DN01.05Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340303	40366	Drosophila americana	881	Drosophila americana pop-variant NN97.09Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340307	40366	Drosophila americana	881	Drosophila americana pop-variant NN00.09Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541097	198719	Drosophila innubila	555	Drosophila innubila strain CH3_M70 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
LC057203	51159	Drosophila lutescens	837	Drosophila lutescens Adh gene for alcohol dehydrogenase, partial cds, strain: AK96-3.
AB703317	7216	Drosophila ambigua	405	Drosophila ambigua Adh gene for alcohol dehydrogenase, partial cds, clone: D.ambigua.
AB703321	77129	Drosophila helvetica	405	Drosophila helvetica Adh gene for alcohol dehydrogenase, partial cds, clone: D.helvetica.
AB932669	38840	Drosophila putrida	856	Drosophila putrida Adh gene for alcohol dehydrogenase, partial cds, strain: E-22401.
AF476924	67532	Drosophila quadraria	405	Drosophila quadraria strain 14028-0651.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340296	40366	Drosophila americana	881	Drosophila americana pop-variant DN01.01Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364494	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364497	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 84 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364515	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874370	7241	Drosophila subobscura	1406	Drosophila subobscura strain line 22 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
EF560580	306031	Drosophila pavani	626	Drosophila pavani pop-variant La Florida alcohol dehydrogenase (adh) gene, partial cds.
AF136651	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.1X alcohol dehydrogenase (Adh) gene, partial cds.
AY340283	40366	Drosophila americana	881	Drosophila americana pop-variant DN01.05X alcohol dehydrogenase (Adh) gene, partial cds.
AY364510	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY364519	7230	Drosophila mojavensis	879	Drosophila mojavensis strain MJS 87 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541089	198719	Drosophila innubila	555	Drosophila innubila strain CH1_M2 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY874373	7241	Drosophila subobscura	1419	Drosophila subobscura strain line 33 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AF136654	95109	Drosophila americana americana	884	Drosophila americana americana D.am-.3X alcohol dehydrogenase (Adh) gene, partial cds.
AB932650	133981	Drosophila cardini	833	Drosophila cardini Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701.
AY874365	7241	Drosophila subobscura	1406	Drosophila subobscura strain line 7 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY044128	98362	Drosophila ruberrima	720	Drosophila ruberrima alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044129	157057	Drosophila neohypocausta	747	Drosophila neohypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154841	7263	Drosophila arizonae	879	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154858	7263	Drosophila arizonae	880	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY364505	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase 1 (Adh1) gene, complete cds.
M17830	7227	Drosophila melanogaster	2722	D.melanogaster (strain Fr-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
AB669887	137074	Drosophila mayri	836	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.01.
AB669888	137076	Drosophila orosa	839	Drosophila orosa Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0611.00.
AB932645	133978	Drosophila acutilabella	845	Drosophila acutilabella Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2171.10.
AY154840	7263	Drosophila arizonae	878	Drosophila arizonae strain ARTU 10 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154846	7263	Drosophila arizonae	879	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY340289	40366	Drosophila americana	852	Drosophila americana pop-variant NN00.04-8X alcohol dehydrogenase (Adh) gene, partial cds.
AY364508	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase-2 (Adh2) gene, complete cds.
M17836	7227	Drosophila melanogaster	2770	D.melanogaster (strain Af-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
M55545	7241	Drosophila subobscura	3980	Drosophila subobscura alchohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AB669855	94109	Drosophila watanabei	825	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0531.02.
AY044124	88883	Drosophila kohkoa	725	Drosophila kohkoa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044125	157059	Drosophila siamana	725	Drosophila siamana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154853	7263	Drosophila arizonae	880	Drosophila arizonae strain AR00 4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17832	7227	Drosophila melanogaster	2727	D.melanogaster (strain Ja-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
AB932647	30017	Drosophila arawakana	838	Drosophila arawakana Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2261.03.
AB194428	300357	Drosophila merina	1800	Drosophila merina Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045114	30047	Drosophila sturtevanti	405	Drosophila sturtevanti strain 14043-0871.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045118	30042	Drosophila prosaltans	405	Drosophila prosaltans strain 14045-0901.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154833	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154871	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154873	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY165542	47314	Drosophila novamexicana	743	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AF045120	30039	Drosophila neocordata	405	Drosophila neocordata strain 14041-0831.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154831	7230	Drosophila mojavensis	880	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154875	7230	Drosophila mojavensis	878	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB194424	296643	Drosophila pseudoananassae nigrens	1779	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348878	47315	Drosophila auraria	667	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348885	137068	Drosophila subauraria	667	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
CK131258	7227	Drosophila melanogaster	607	GH27610.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH27610 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.
CV790484	7245	Drosophila yakuba	726	zaa36c05.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV785893	7245	Drosophila yakuba	467	zaa02h11.y1 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTE P28484 ALCOHOL DEHYDROGENASE , mRNA sequence.
BI628420	7227	Drosophila melanogaster	590	RH56810.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56810 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/22/2001, mRNA sequence.
BI571028	7227	Drosophila melanogaster	676	RH05837.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05837 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571793	7227	Drosophila melanogaster	530	RH07086.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07086 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571034	7227	Drosophila melanogaster	547	RH05843.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05843 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
CV042948	7240	Drosophila simulans	535	dba16c04.x1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
AY695387	133974	Drosophila caribiana	1141	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AA567713	7227	Drosophila melanogaster	281	HL01670.5prime HL Drosophila melanogaster head BlueScript Drosophila melanogaster cDNA clone HL01670 5prime similar to M22210: D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds. DATE:12/18/97, mRNA sequence.
BF501656	7227	Drosophila melanogaster	371	AT17045.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT17045 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
AA820792	7227	Drosophila melanogaster	587	LD24679.5prime LD Drosophila melanogaster embryo pOT2 Drosophila melanogaster cDNA clone LD24679 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/13/2002, mRNA sequence.
AF006568	7234	Drosophila persimilis	3465	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AY279326	29029	Drosophila eugracilis	2675	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
X04454	7227	Drosophila melanogaster	2369	Drosophila melanogaster alcohol dehydrogenase null4 allele
U64535	7237	Drosophila pseudoobscura	4594	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.
X62185	7237	Drosophila pseudoobscura	3498	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62238	7237	Drosophila pseudoobscura	3479	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64485	7237	Drosophila pseudoobscura	3472	D.pseudoobscura Adh gene for alcohol dehydrogenase
M60792	7270	Drosophila mimica	895	Drosophila mimica alcohol dehydrogenase gene, complete cds.
X62181	7237	Drosophila pseudoobscura	3494	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62188	7237	Drosophila pseudoobscura	3472	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62219	7237	Drosophila pseudoobscura	3447	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62201	7237	Drosophila pseudoobscura	3479	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62213	7237	Drosophila pseudoobscura	3463	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64472	7237	Drosophila pseudoobscura	3453	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64477	7237	Drosophila pseudoobscura	3506	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238776	7229	Drosophila miranda	2042	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AB026527	51159	Drosophila lutescens	840	Drosophila lutescens gene for alcohol dehydrogenase, partial cds.
GQ376037	30043	Drosophila repleta	410	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.
AY750138	7257	Drosophila robusta	911	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.
EU490429	508692	Drosophila endobranchia	651	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.
HQ631472	94112	Drosophila constricta	290	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.
U94197	46796	Drosophila disjuncta	222	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.
U94198	58311	Drosophila iki	204	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.
X68160	7237	Drosophila pseudoobscura	3473	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)
AB026533	7273	Drosophila saltans	847	Drosophila saltans gene for alcohol dehydrogenase, partial cds.
AY006410	46800	Drosophila hemipeza	510	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.
AY006420	47048	Drosophila neopicta	510	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.
AY081441	7278	Drosophila bromeliae	289	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.
AY081442	30041	Drosophila polychaeta	283	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471658	47313	Drosophila ezoana	711	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.
DQ471668	7244	Drosophila virilis	711	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.
HQ631481	186283	Drosophila parabipectinata	290	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.
MF908506	1486046	Drosophila subpulchrella	763	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.
AY750134	311479	Drosophila gani	911	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
AY006423	46830	Drosophila setosifrons	510	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.
AY750142	311479	Drosophila gani	911	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
X68166	7237	Drosophila pseudoobscura	3505	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)
X68163	7237	Drosophila pseudoobscura	3489	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)
AY081443	133996	Drosophila ornatipennis	277	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.
AY081439	30031	Drosophila ornatifrons	283	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.
U26837	40366	Drosophila americana	950	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.
U90954	57874	Drosophila sinobscura	431	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.
U94194	46893	Drosophila adunca	204	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
X68162	7237	Drosophila pseudoobscura	3482	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)
Z00033	7226	Drosophila mauritiana	1835	Drosophila mauritiana alcohol dehydrogenase gene and 5' flanks
AY238772	7229	Drosophila miranda	2042	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238774	7229	Drosophila miranda	2042	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AB932677	38838	Drosophila testacea	826	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.
AF260695	7267	Drosophila gymnobasis	506	Drosophila gymnobasis alcohol dehydrogenase-related protein gene, partial cds.
KM016469	7240	Drosophila simulans	478	Drosophila simulans isolate KY31 alcohol dehydrogenase-related gene, intron.
KM016472	7240	Drosophila simulans	480	Drosophila simulans isolate KY01 alcohol dehydrogenase-related gene, intron.
KM016475	7240	Drosophila simulans	479	Drosophila simulans isolate KY05 alcohol dehydrogenase-related gene, intron.
AB261137	42062	Drosophila nasuta	863	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.
AB932655	7279	Drosophila falleni	810	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.
AB932660	198719	Drosophila innubila	776	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.
DQ471611	40372	Drosophila americana texana	711	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.
X57362	7240	Drosophila simulans	973	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase
X57370	7245	Drosophila yakuba	975	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase
AB033642	7291	Drosophila albomicans	711	Drosophila albomicans Adh mRNA for alcohol dehydrogenase, partial cds.
AB261131	157056	Drosophila formosana	839	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.
AB932659	198718	Drosophila histrio	840	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.
AY279323	7220	Drosophila erecta	319	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.
HQ232351	1052065	Drosophila hypercephala	437	Drosophila hypercephala isolate c2 alcohol dehydrogenase gene, partial cds.
M60991	46244	Drosophila pseudoobscura bogotana	3475	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.
U95259	7260	Drosophila willistoni	1172	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.
X60792	7227	Drosophila melanogaster	1901	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase
AB261134	157057	Drosophila neohypocausta	879	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.
AF260691	7244	Drosophila virilis	456	Drosophila virilis alcohol dehydrogenase-related protein gene, partial cds.
AB261140	387622	Drosophila maculinotata	840	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.
U95273	46792	Drosophila insularis	1183	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.
X57361	7240	Drosophila simulans	969	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase
AB154559	30033	Drosophila kikkawai	683	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh18.
AF201446	7240	Drosophila simulans	481	Drosophila simulans isolate MD112 alcohol dehydrogenase (Adhr) gene, intron 1.
AY095942	42027	Drosophila kuntzei	431	Drosophila kuntzei isolate kun2 alcohol dehydrogenase (Adh) gene, partial cds.
AY335200	30047	Drosophila sturtevanti	792	Drosophila sturtevanti clone Dsturt2 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471624	381467	Drosophila multidentata	711	Drosophila multidentata strain 55 alcohol dehydrogenase (Adh) gene, partial cds.
